propId , label , description , aliases ,  type , count
P1554,UBERON ID,ID from UBERON ontology (without prefix),,string,1
P1555,Executive Order number,number for an executive order of the US,,string,35
P1556,zbMATH author ID,identifier of a person in the Zentralblatt MATH database,,string,521
P1562,allmovie identifier,ID for a movie on the site allmovie,,string,24141
P1563,MacTutor id (biographies),id of the person's biography in the MacTutor History of Mathematics archive,,string,2315
P1564,At the Circulating Library ID,ID in the At the Circulating Library Victorian literature database,AtCL Author,string,2
P1565,Enciclopedia de la Literatura en México ID,,,string,322
P1566,GeoNames ID,identifier in the GeoNames geographical database,,string,490929
P1567,NIS/INS code,,,string,591
P1573,BBC Genome identifier,identifier for a single episode/ programme in the BBC Genome database of Radio Times programme listings,,string,8
P1575,RISS catalog,"union catalog of South Korea and Japan, maintained by RISS",,string,4
P1577,Gregory–Aland–Number,Identifier for Greek manuskripts of the New Testament,GA-Number,string,1776
P1578,Gmelin Number,"unique identifier for inorganic chemical compounds, in the Gmelin database",,string,1
P1579,Beilstein Registry Number,Unique identifier for organic chemical compounds in the Beilstein database,,string,1
P1580,University of Barcelona authority ID,,,string,2
P1583,MalaCards ID,identifier in the Malacards database of diseases,,string,1
P1584,Pleiades identifier,"Pleiades identifier for a place, hosted at pleiades.stoa.org",,string,92
P1585,Municipality code of Brazil,,,string,41
P1586,Catalan object of cultural interest ID,"identifier in the format: \d{1,4}-\p{2}","BCIN, BCIL",string,12
P1587,Slovene Cultural Heritage Register ID,reference number of cultural monument of Slovenia,RKD,string,1441
P1588,Desa code of Indonesia,,,string,7
P1599,Cambridge Alumni Database ID,ID in the Cambridge Alumni Database/Alumni Cantabrigienses (ACAD),"ACAD, Venn",string,2775
P1600,code Inventari del Patrimoni Arquitectònic de Catalunya,architectural property identifier in Catalonia. max. 5-digit numeric,"BCIN, BCIL, Catalan architectural inventory ID, IPA",string,73
P1601,Esperantist ID,number in the address book of early Esperanto speakers by Zamenhof,"Esperantist number, address book of Esperantists",string,119
P1602,BBC Your Paintings venue identifier,"authority control identifier for venues housing art, in the UK","Your Paintings venue identifier, BBC Your Paintings gallery identifier, BBC Your Paintings museum identifier",string,8
P1607,Dialnet author,,,string,1
P1609,Dialnet journal,,,string,1
P1610,Dialnet article,,,string,1
P1612,Commons Institution page,"name of the institutions's page on Wikimedia Commons (without the prefix ""Institution"")",Institution template,string,2477
P1614,History of Parliament ID,identifier on the History of Parliament website,,string,2172
P1615,CLARA-ID,Database about women visual artists,,string,3270
P1616,SIREN number,ID of an organization in the SIRENE register maintained by INSEE,,string,28
P1617,BBC Things identifer,Identifier in the BBC Things database (see Q18336371),,string,21
P1618,sport number,number worn on a player's uniform,"uniform number, jersey number, shirt number, sweater number, squad number",string,154
P1624,MarineTraffic Port ID,port identification number assigned by the MarineTraffic database ,,string,3
P1626,Thai cultural heritage ID,identifier for cultural heritage properties in Thailand,,string,38
P1627,Ethnologue.com code,,,string,185
P1630,formatter URL,"URL-like string, such as ""http://viaf.org/viaf/$1/"", from which ""$1"" can be automatically replaced with the effective property value on items (use in statements on properties)",,string,410
P1631,China Vitae ID,Person's ID in the China Vitae database,,string,504
P1632,Hermann–Mauguin notation,Hermann–Mauguin notation of the mineral's symmetry element (short form),,string,25
P1644,EgliseInfo ID,,,string,4727
P1645,NIST/CODATA ID,identifier for a physical constant,,string,2
P1648,Dictionary of Welsh Biography ID,Identifier for the Dictionary of Welsh Biography,DWB,string,1355
P1649,Korean Movie Database ID,"South Korean online database of information related to Korean movies, animation, actors, television shows, production crew personnel and other film-related information.",,string,4
P1650,BBF identifier,"archive database of the German ""Research Library for the History of Education"" (personal data of the teachers of Prussia)",,string,391
P1651,YouTube video identifier,Identifier of a notable video on YouTube,,string,28
P1653,TERYT municipality code,identifier for a municipality per the Główny Urząd Statystyczny in Poland,,string,2
P1655,station number,station number in subway system,,string,2
P1662,DOI Prefix,"Unique identifier specific to a DOI registrant, AKA DOIP",,string,29
P1663,ProCyclingStats ID,Identifier on the website ProCyclingStats (www.procyclingstats.com),,string,1
P1664,Cycling Database ID,Identifier on the website Cycling Database (www.cyclingdatabase.com),,string,1
P1667,TGN identifier,Getty Thesaurus of Geographic Names ID,"Thesaurus of Geographic Names, Getty Thesaurus of Geographic Names",string,353
P1668,ATCvet,ATCvet code,,string,8
P1669,CONA  identifier,Cultural Objects Name Authority ID,"Cultural Objects Names Authority identifier, Cultural Objects Names Authority ID",string,70
P1670,LAC identifier,Canadiana Authorities control Number per the Library and Archives Canada,,string,802
P1671,route number,,,string,43
P1679,BBC Your Paintings artwork identifier,authority control identifier for artworks (publicly owned oil paintings in the UK),,string,2
P1685,Pokémon browser number,a Pokémon identification number,,string,1010
P1690,ICD-10-PCS,medical classification used for procedural coding ,,string,1
P1691,operations and procedures key (OPS),official classification of operational procedures,OPS,string,1
P1692,ICD-9-CM,ICD adaption assigning diagnostic and procedure codes,,string,4
P1693,Terminologia Embryologica (TE),standardized list of words used in the description of human embryologic and fetal structures,TE,string,14
P1694,Terminologia Histologica (TH),controlled vocabulary for use in cytology and histology,TH,string,90
P1695,NLP identifier,authority control number per the National Library of Poland,,string,4486
P1698,Gray's Anatomy 1918 subject,number of this article's respective entry in the 1918 edition of Gray's Anatomy,,string,2737
P1699,SkyscraperPage building id,ID of a building in the SkyscraperPage database,,string,21
P1700,SIPA identifier,Index number in the SIPA (Sistema de Informação para o Património Arquitectónico) database of heritage sites in Portugal,,string,5
P1702,IGESPAR identifier,Index number in the IGESPAR  (Instituto de Gestão do Património Arquitectónico e Arqueológico) database of heritage sites in Portugal,,string,2
P1707,DAAO identifier,Design & Art Australia Online identifier,,string,2
P1708,LfDS object ID,ID of Landesamt für Denkmalpflege Sachsen for national heritage sites,,string,6
P1710,Sächsische Biografie,biographical dictionary of people from Saxony,,string,842
P1711,British Museum person-institution,identifier in the British Museum person-institution thesaurus,BM id,string,10246
P1712,Metacritic ID,indentifier for Metacritic,Metacritic,string,276
P1714,Journalisted ID,"Identifier on Journalisted, an independent, not-for-profit website (by Media Standards Trust) listing the published writing of journalists and politicians",,string,231
P1715,RKD/ESD identifier (Slovenia),reference number of intangible cultural heritage of Slovenia (EID),,string,6
P1717,SANDRE ID,ID of the French national Water Information System,,string,4
P1726,Florentine musea Inventario 1890  ID,museum inventory identifier,,string,6
P1727,Flora of North America ID,taxonId in Flora of North America,FNA,string,11941
P1728,AllMusic artist ID,ID of an artist in AllMusic database,,string,7
P1732,Naturbase ID,ID in the Naturbase database published by the Norwegian Environment Agency,,string,553
P1733,Steam ID,"identification number for an application, in Steam",,string,156
P1735,Comedien.ch identifier,Identifer in Comedien.ch database of actors and commedians,,string,43
P1736,Information Center for Israeli Art artist identifier,Authority control for artists,,string,1
P1738,Merck Index monograph,URL stem of page in The Merck Index Online,,string,1
P1739,CiNii book identifer,"Identifier for books, in the Japanese CiNii bibliography.",,string,1
P1741,GTAA id,"Thesaurus used in audiovisual archives (NISV, EYE)",GTAA,string,3294
P1743,Bradley and Fletcher checklist number,reference for a species in the Bradley and Fletcher checklist of British lepidoptera,,string,2
P1744,Agassiz et al checklist number,"Reference for a species in the 2013 checklist of over 2,700 species British lepidoptera",,string,2
P1745,VASCAN ID,identifiant of the Database of Vascular Plants of Canada,VASCAN,string,8196
P1746,ZooBank nomenclatural act,identifier for nomenclatural act at ZooBank,,string,29
P1747,Flora of China,TaxonId in Flora of the People's Republic of China,,string,12153
P1748,NCI Thesaurus ID,"ID in United States National Cancer Institute Thesaurus, vocabulary for clinical care, translational and basic research, etc",NCIt,string,4770
P1749,Parlement & Politiek ID,"entry of described object on Parlement & Politiek, website describing Dutch politic",,string,2753
P1751,BBC Your Paintings collection identifier,"authority control identifier for art collections, in the UK",Your Paintings collection identifier,string,1
P1755,Aviation Safety Network accident description ID,accident description ID per the Aviation Safety Network's database,"ASNADID, ASNID, ASN accident ID",string,26
P1760,Aviation Safety Network Wikibase Occurrence,Wikibase occurrence number per the Aviation Safety Network's database,"ASNWO, ASN Wikibase Occurrence",string,8
P1761,Watson & Dallwitz family ID,familyID in Watson & Dallwitz: The families of flowering plants,,string,543
P1762,Hornbostel-Sachs classification,Hornbostel-Sachs classification of a musical instrument,"Sachs–Hornbostel, Hornbostel-Sachs",string,25
P1763,National Pipe Organ Register identifier,Identifier in National Pipe Organ Register,,string,1
P1764,Flemish organization for Immovable Heritage relict ID,relict identification code in the database of the Flemish organization for Immovable Heritage,,string,23
P1769,denkXweb identifier,identifier in the  online database for cultural heritage monuments in the German state of Hesse,,string,254
P1770,Romania LMI code,identifier in 'Liste de monumente istorice din România' (Romanian heritage sites),LMI code,string,18
P1771,Integrated Postsecondary Education Data System identifier,Identifer for colleges and universities in the United States,"IPEDS ID, Unit ID, UnitID",string,4
P1772,USDA PLANTS ID,ID in United States Department of Agriculture PLANTS Database,,string,33683
P1782,courtesy name,"name bestowed upon a person at adulthood in addition to one's given name, mostly in East Asia","zi, style name, courtesy name",string,2
P1785,temple name,name bestowed to a monarch after death (East Asia),,string,1
P1786,posthumous name,name given to a person after death (East Asia),,string,4
P1787,art-name,type of pseudonym traditionnally adopted by writers and artists in East Asia,,string,7
P1788,DVN identifier,"Identifier in the Dutch Digitaal Vrouwenlexicon van Nederland (Online Dictionary of Dutch Women), a biography portal of prominent women in Dutch history.",,string,922
P1790,BioStor author identifier,"Author identifier, in the BioStor database and archive of journal articles",,string,9
P1793,format as a regular expression,regex describing an identifier or a Wikidata property,regex,string,29
P1794,bureau du patrimoine de Seine-Saint-Denis ID,identifer in the atlas-patrimoine93.fr website,,string,28
P1795,Smithsonian American Art Museum: person/institution thesaurus id,"identifier for a person or institution, in the Smithsonian American Art Museum: person/institution thesaurus",SAAM  ID,string,1700
P1796,International Standard Industrial Classification code,code of industry by ISIC (International Standard Industrial Classification of All Economic Activities),ISIC,string,1
P1798,ISO 639-5,ISO 639-5 code of a language family,,string,3
P1799,Maltese Islands National Inventory of Cultural Property identifier,identifier in the National Inventory of Cultural Property of the Maltese Islands,NICPMI ID,string,29
P1800,Wikimedia database name,Wikimedia project database identifier,Wikimedia dbname/siteid,string,297
P1802,EMLO person identifier,identifier in the Early Modern Letters Online project run by the Bodleian Library,Early Modern Letters Online identifier,string,4249
P1803,Masaryk University person ID,"ID of a person affiliated with Masaryk University (staff, alumnus, student…)",Masaryk University učo,string,2
P1804,Danish National Filmography ID,ID for films in the Danish National Filmography,,string,1958
P1805,World Health Organisation International Nonproprietary Name,drug identifier,WHO INN,string,1
P1806,ABoK number,knot identifier in the Ashley Book of Knots,,string,1
P1807,Great Aragonese Encyclopedia ID,"identifier in the Spanish language, Aragon-themed, Great Aragonese Encyclopedia (GEA)",,string,39
P1808,senat.fr ID,identifier on the website of the French senate,,string,333
P1810,named as,credit name for an individual that participated in the production of the product,credited as,string,2
P1814,name in kana,the reading of a Japanese name in kana,,string,34
P1815,RSL book's identifier,,RSL-Books-ID,string,4
P1816,National Portrait Gallery (London) person identifier,"Identifier for sitters and artists represented in the National Portrait Gallery, London",NPG ID,string,16381
P1818,Kaiserhof ID,Identifier in the personnel database of the courtiers of the Austrian Habsburg imperial line and the branch lines,,string,72
P1819,genealogics.org personID,Identifier for a person at genealogics.org,,string,3545
P1820,Open Food Facts food additive slug,represents a food additive on Open Food Facts,,string,16
P1821,Open Food Facts food category slug,represents a food category on Open Food Facts,,string,5
P1822,DSH object ID,"identifier for cultural monuments in Hamburg, Germany",,string,1
P1823,BAnQ ID,unique identifier for a work in the collection of Bibliothèque et Archives nationales du Québec,,string,1
P1824,road number,number assigned to a stretch of public roadway,,string,26
P1825,Baseball-Reference.com major league player ID,Major League Baseball player ID assigned by Baseball-Reference.com,,string,1
P1826,Baseball-Reference.com minor league player ID,Minor League Baseball player ID assigned by Baseball-Reference.com,,string,1
P1827,ISWC,"unique identifier for musical works,  adopted as international standard ISO 15707","ISWC Code, International Standard Musical Work Code",string,1
P1832,GrassBase ID,ID in GrassBase - The Online World Grass Flora,,string,1
P1837,Gaoloumi ID,ID of a building in the the Gaoloumi database,,string,2
P1838,PSS-archi ID,ID of a building in the PSS-archi database,,string,2
P1839,US Federal Election Commission identifier,"Identifier assigned by the US Federal Election Commission for federal candidates, parties, and other committees",,string,1
P212,ISBN-13,"International Standard Book Number, thirteen digit variant.","isbn-13, International Standard Book Number",string,8730
P213,ISNI (ISO 27729),"International Standard Name Identifier. 16 digits dumb identifier. Example: 0000 0001 0886 1508. (When displayed only it is preceded by the letters ISNI, separated from the identifier by a space, and the 16 digits are displayed as four blocks of four digits, with each block separated from the next by a space.)","International Standard Name Identifier, ISNI",string,226443
P214,VIAF identifier,Virtual International Authority File identifier,"Virtual International Authority File, VIAF",string,555214
P215,spectral class,spectral class of an astronomical object,"is an object of class, is a star of class",string,7831
P217,inventory number,string identifying a physical object or a set of physical objects in a collection,"reference, accession number",string,28951
P218,ISO 639-1 code,two-letter identifier for a language or family of languages defined in ISO 639-1 standard,"iso 639-1, ISO639-1, iso639-1",string,185
P219,ISO 639-2 code,"3-letter technical or bibliographical identifier for a language or macrolanguage or family language, defined in ISO 639-2 standard","iso 639-2, ISO639-2, iso639-2",string,481
P220,ISO 639-3 code,identifier for a language defined in ISO 639-3,iso 639-3,string,6659
P221,ISO 639-6,language code per ISO 639-6,,string,8
P223,galaxy morphological type,galaxy morphological classification code,"is a galaxy of type, De Vaucouleurs classification system, Hubble sequence",string,2394
P225,taxon name,the currently correct scientific name of a taxon (according to the reference given),Latin name (deprecated),string,1925158
P227,GND identifier,"international authority file of names, subjects, and organizations (please don't use type n = name, disambiguation)","GND, Universal Authority File, Integrated Authority File, dbpedia:IndividualisedGnd, PND, DNB authorities",string,348260
P229,IATA airline designator,"two-character code for identifying airlines (for airports, see P:238)","IATA reservation code, International Air Transport Association airline designator",string,2052
P230,ICAO airline designator,"three letter code for identifying airlines (for airports, see P239)",International Civil Aviation Organization airline designator,string,2439
P231,CAS registry number,chemical compound identification number per CAS registry,"CAS number, CASRN",string,16739
P232,EINECS number,chemical compound identification number per EINECS,"European Commission number, EC number, EC No., EINECS No., EC#",string,3064
P233,SMILES,Simplified Molecular Input Line Entry Specification ,,string,16927
P234,InChI,International Chemical Identifier,,string,14308
P235,InChIKey,A hashed version of the full standard InChI - designed to create an identifier that encodes structural information and a can also be practically used in web searching.,,string,15389
P236,ISSN,International Standard Serial Number (print or electronic),International Standard Serial Number,string,44401
P238,IATA airport code,"three-letter code for designating airports (for airlines, see P229)","International Air Transport Association airport code, uio",string,6915
P239,ICAO airport code,"four-character alphanumeric code for designating airports (for airlines, see P:230)",International Civil Aviation Organization airport code,string,7822
P240,FAA airport code,three-letter or four-letter alphanumeric code identifying United States airports,FAA LID,string,2040
P243,OCLC control number,Online Computer Library Center control number,"oclc, Online Computer Library Center, ocn",string,24977
P244,LCNAF identifier,Library of Congress Name Authority File (only for authority control; for single books see P1144),"Library of Congress Control Number, LCCN identifier, LoC Authorities, LCAuth",string,227452
P245,ULAN identifier,Getty Union List of Artist Names ID,"ULAN, Getty ULAN, Union List of Artist Names",string,40369
P246,element symbol,chemical element symbol,chemical symbol,string,153
P247,COSPAR ID,"international satellite designation , administered by the UN Committee on Space Research (COSPAR) and the US National Space Science Data Center (NSSDC)","International Designator, COSPAR designation, NSSDC ID",string,5306
P249,ticker symbol,abbreviation used to uniquely identify publicly traded shares of a particular stock on a particular stock market,stock code,string,59
P267,ATC code,therapeutic chemical identification code per ATC,,string,186
P268,BnF identifier,control number for the subject issued by BNF (Bibliothèque nationale de France),BnF,string,154663
P269,SUDOC authorities,authority control number in the French collaborative library catalog (see also P1025),IdRef,string,112299
P270,CALIS,authority control number per CALIS (China Academic Library & Information System),,string,102
P271,CiNii author identifier,"CiNii (Scholarly and Academic Information Navigator) authority control number of authors (""DA"" + 8 digits)",,string,409
P274,chemical formula,description of chemical compound based on element symbols,"Molecular formula, formula",string,18724
P278,GOST 7.75-97 code,language identification code according to GOST 7.75-97,,string,88
P281,postal code,identifier assigned by postal authorities for the subject area,"post code, zip code",string,612873
P296,station code,identification code assigned to the railway station,,string,1509
P297,ISO 3166-1 alpha-2,country code in two-letter format per ISO 3166-1,country code ISO 3166-1 alpha-2,string,250
P298,ISO 3166-1 alpha-3,country code in three-letter format per ISO 3166-1,country code ISO 3166-1 alpha-3,string,250
P299,ISO 3166-1 numeric,country code in numeric format per ISO 3166-1,country code ISO 3166-1 numeric,string,250
P300,ISO 3166-2,identifier for a country subdivision per ISO 3166-2 (include country code),subdivision code ISO 3166-2,string,4861
P303,EE breed number,breed identification number per the EE list of the breeds of fancy pigeons (ELFP),breed number,string,250
P304,page,page number of source referenced for statement,pp,string,426
P305,IETF language tag,language identification code per the Internet Engineering Task Force,language tag IETF,string,2649
P345,IMDb identifier,"identification code from the Internet Movie Database (IMDb) with prefix (tt-, nm-, ch-, co-, ev-)","IMDb, Internet Movie Database, imdb",string,289276
P347,Joconde ID,ID in the Joconde database of the French Ministry of Culture,,string,2293
P348,version,stable version of the software,stable version,string,3060
P349,NDL identifier,authority control number per the National Diet Library of Japan,"NDL Authorities, ndl",string,49659
P350,RKDimages,identification number per RKDimages of the Netherlands Institute for Art History,,string,781
P351,Entrez Gene ID,gene identifier per the NCBI Entrez database,,string,91337
P352,UniProt ID,protein identifier per the UniProt database.,,string,2145
P353,gene symbol,official gene symbol,,string,91097
P354,HGNC ID,Gene identifier from the HGNC database,,string,34245
P356,DOI,Digital Object Identifier,,string,185
P357,"(OBSOLETE) title (use P1476, ""title"")","title of a work (such as a book, a film or a website)","original title, title",string,38982
P359,Rijksmonument identifier,monument identifier assigned by the Rijksdienst voor het Cultureel Erfgoed,,string,66886
P370,Sandbox-String,"Sandbox property for value of type ""String""",,string,14
P373,Commons category,"name of the Wikimedia Commons category containing files related to this item (without the prefix ""Category"")","commonscat, category Commons",string,1035226
P374,INSEE municipality code,identifier for a municipality per the National Institute of Statistics and Economic Studies in France,municipality code (France),string,36904
P377,SCN,"Satellite Catalog Number, 5-digit-number including leading zeros (e.g. '00266')","Satellite Catalog Number, NORAD Catalog Number, NASA catalog number, USSPACECOM object number",string,5302
P380,Mérimée identifier,monument identifier per the Mérimée database of French cultural heritage,,string,18229
P381,PCP reference number,identifier for cultural properties in Switzerland,"PCP ref. no., PCP no., KGS identifier, PCP identifier",string,2545
P382,CBS municipality code,identifier for a Dutch municipality as defined by Statistics Netherlands (CBS),municipality code (Netherlands),string,398
P387,(OBSOLETE) quote (use P1683 ),"quote from source pertaining to statement (to be used in the ""references"" field)",,string,1
P393,edition number,"number of edition (first, second,... as 1, 2 ...) for a book or event",,string,713
P395,licence plate code,distinguishing signs or parts of license plate associated with the subject. For countries: international licence plate country code or distinguishing sign of vehicles,license plate code,string,9255
P396,SBN identifier,control number issued by National Library Service (SBN) of Italy,"ICCU, SBN",string,4079
P402,OpenStreetMap Relation identifier,the ID of the relation of this place/object in OpenStreetMap,"OSM Relation ID, Open Street Map relation, OSM",string,12542
P409,NLA identifier,control number issued by the National Library of Australia (see also P1315 for the newer People Australia identifier),"AuCNLKIN, AuCNLKIN ID, AuCNLKIN identifier, Libraries Australia identifier, Australian National Bibliographic Database identifier, NLA Kinetica Service identifier, CNLKIN, CNLKIN identifier, CNL Kinetica Service identifier",string,9829
P416,quantity symbol,symbol for a physical quantity,symbol,string,38
P424,Wikimedia language code,language code as used by Wikimedia projects,"MediaWiki interlanguage prefix, language code, WMF language code",string,564
P426,aircraft registration,registration identifier assigned to an individual aircraft,"acreg, registration",string,69
P428,botanist author abbreviation,"standard form (official abbreviation) of a personal name for use in an author citation (only for names of algae, fungi and plants)","abbreviation, author abbreviation",string,9341
P429,dantai code,identifier for administrative division in 6-digit format assigned by the interior ministry of Japan,"municipality code (Japan), Japanese municipality identifier",string,1965
P432,callsign of airline,identifier used in radio transmissions to refer to the subject airline,,string,2325
P433,issue,"issue of a newspaper, a scientific journal or magazine for reference purpose",,string,1803
P434,MusicBrainz artist ID,artist identifier per the MusicBrainz open music encyclopedia,"MBID, artist MBID, artist id, BBC Music artist ID",string,114972
P435,MusicBrainz work ID,work identifier per the MusicBrainz open music encyclopedia,"MBID, work MBID, song MBID, work ID, song ID, MusicBrainz work MBID",string,16649
P436,MusicBrainz release group ID,release group identifier per the MusicBrainz open music encyclopedia (album),"MBID, release group MBID, album MBID, single MBID, EP MBID, MusicBrainz album, album ID, release group ID, single ID, EP ID",string,81952
P438,(OBSOLETE) inscription (use P1684),"inscriptions, markings and signatures on an object",,string,700
P439,German municipality key,identifier for municipalities and independent towns in Germany,"municipality key (Germany), Gemeindeschlüssel",string,11230
P440,German district key,identifier for districts (Landkreise) and independent towns in Germany,district key (Germany),string,303
P442,China administrative division code,identifier for administrative divisions of People's Republic of China (with spaces),,string,742239
P444,review score,review score received by a creative work,,string,264
P454,Structurae ID (structure),"identifier for a building in the Structurae database (""s"" or 'p' + 7 digits)",,string,858
P455,Emporis ID,identifier for a building in the Emporis database,EBN,string,231
P458,IMO ship number,ship identifier per IMO,,string,930
P464,NOR,ID for French official texts,,string,31
P465,sRGB color hex triplet,sRGB hex triplet format for subject color (e.g. 7FFFD4),"colour (hex triplet), color hex triplet, RGB, sRGB, color triplet",string,128
P473,local dialing code,identifier dedicated to subject city by the area communication network,"area code, local calling code, telephone numbering plan, STD code, telephone code, telephone prefix",string,37776
P474,country calling code,dialed on phone for a country after the international dialing prefix (precede value by +),"country dialing code, dialing code, calling code",string,273
P476,CELEX number,ID for European legal texts in EUR-Lex database,,string,6
P477,Canadian Register of Historic Places identifier,identifier in the Canadian Register of Historic Places,Historic Places identifier,string,1452
P478,volume,"volume of a book in a collection/series, for reference",,string,449
P480,FilmAffinity identifier,FilmAffinity identification number of a creative work,"Filmaffinity, filmaffinity",string,3406
P481,Palissy identifier,identifier in the Palissy database of moveable objects of French cultural heritage,Palissy,string,134
P484,"IMA Number, broad sense",mineral identifier per the International Mineralogical Association,IMA approval year,string,3030
P486,MeSH ID,"unique ID for diseases, in the MeSH descriptor database",MeSH Unique ID,string,3780
P487,Unicode character,Unicode character representing the item,Unicode code point,string,1425
P490,provisional designation,designation of an astronomical body after its discovery and before its official name,,string,120149
P492,OMIM ID,"Online ""Mendelian Inheritance in Man"" catalogue codes for diseases",,string,5563
P493,ICD-9,ICD catalogue codes for diseases – Version 9,,string,7703
P494,ICD-10,ICD catalogue codes for diseases - Version 10,ICD 10,string,6832
P496,ORCID,Open Research Contributor ID for a person,Open Research Contributor ID,string,185
P497,CBDB ID,ID of a person in the China Biographical Database,,string,145
P498,ISO 4217 code,ISO 4217 code of currency,,string,179
P502,HURDAT identifier,the subject's HURDAT (North Atlantic hurricane database) identifier,HURDAT,string,5
P503,ISO standard,number of the ISO standard which normalizes the object,ISO,string,101
P506,ISO 15924,code for writing systems,,string,81
P507,Swedish county code,"identifier for a county in Sweden ""länskod"" (two-digit)","länskod, county code (Sweden)",string,25
P508,BNCF Thesaurus,identifier in the subject indexing tool of the National Central Library of Florence,BNCF,string,9929
P513,(OBSOLETE) birth name (use P1477),DEPRECATED--use P1477 instead,,string,6846
P525,Swedish municipality code,"identifier for a municipality in Sweden ""kommunkod"" (four-digit)",,string,410
P528,catalog code,"catalogue name of an object, use with qualifier P972","astronomical catalog, register, opus number, catalogue code",string,98763
P529,runway,name (direction) of runway at airport/airfield/airstrip,,string,256
P535,Find a Grave ID,the subject's ID in the Find a Grave database,"FaG ID, FaGID, GRid",string,17314
P536,ATP ID,ATP tennis male player identifier,,string,1823
P539,Museofile,ID of a museum in the Museofile database of the French ministry of culture,,string,759
P549,Mathematics Genealogy Project identifier,identifier for mathematicians and computer scientists at the Mathematics Genealogy Project,MGP ID,string,5180
P555,doubles record,win/lose balance for a player in doubles tournaments,,string,3077
P557,DiseasesDB,identifier sourced on the Diseases Database,,string,2791
P558,unit symbol,symbol of a unit of measurement,,string,460
P561,NATO reporting name,official reporting name assigned by the ASCC for NATO use,"ASCC reporting name, NATO code name",string,441
P563,ICD-O,International Classification of Diseases for Oncology,,string,345
P564,singles record,win/lose balance for a player in singles tournaments,,string,3079
P586,IPNI author ID,ID of a person in the International Plant Names Index,,string,2
P587,MMSI,Maritime Mobile Service Identity of a ship station,"Maritime Mobile Service Identity, MarineTraffic ID, MarineTraffic Ship ID",string,58
P590,GNIS ID,"official identification code for geographic objects in the US. For Antarctica, use Property:P804","Geographic Names Information System ID, USGS GNIS ID",string,3906
P591,EC number,Enzyme Commission number (≠ European Commission number P232),Enzyme Commission number,string,43
P592,ChEMBL ID,chemical database of bioactive molecules with drug-like properties,,string,4813
P593,HomoloGene ID,identification,,string,40192
P594,Ensembl Gene ID,gene identifier as per the Ensembl (European Bioinformatics Institute and the Wellcome Trust Sanger Institute)  database,,string,43756
P595,IUPHAR ID,ID of the International Union of Pharmacology databank,,string,6
P597,WTA ID,WTA tennis female player identifier,,string,1679
P599,ITF ID,ITF tennis player identifier,,string,3824
P600,Wine AppDB-ID,Application-ID in the the AppDB of WineHQ,,string,29
P604,MedlinePlus ID,"health information from U.S. government agencies, and health-related organizations",,string,1434
P605,NUTS code,NUTS-Code of a region,,string,227
P613,OS grid reference,grid location reference from the Ordnance Survey National Grid reference system used in Great Britain,,string,213
P617,yard number,number of the ship assigned by its builder (shipyard),,string,30
P627,IUCN-ID,source for IUCN conservation status (P141),,string,1
P628,E number,number for food additives that are legal in the European Union,,string,511
P630,Paris city digital code,digital identifier for streets in Paris,,string,5474
P632,cultural properties of Belarus reference number,,,string,56
P633,Répertoire du patrimoine culturel du Québec identifier,Identification number in the directory of the cultural heritage of Quebec,,string,330
P635,ISTAT ID,identifier for municipalities in Italy,,string,8110
P637,RefSeq Protein ID,protein Identifier,,string,4091
P638,PDB ID,gene entry for 3D structural data as per the PDB(Protein Data Bank) database,,string,8851
P639,RefSeq RNA ID,RNA Identifier,,string,186706
P640,Léonore ID,ID of a person in the Léonore database,Léonore identifier,string,2559
P644,genomic start,genomic starting coordinate of the biological sequence (e.g. a gene),"Genloc Start, genomic from, Genloc From, from, start coordinate",string,7331
P645,genomic end,genomic ending coordinate of the biological sequence (e.g. a gene),"Genloc End, genomic stop, Genloc Stop, stop, stop coordinate",string,7328
P646,Freebase identifier,ID specifying an equivalent page in the Freebase open knowledge graph,"Freebase ID, mid",string,1154072
P648,Open Library identifier,"numeric identifier for works, editions and authors","Open Library ID, OLID",string,120
P649,NRHP reference number,National Register of Historic Places reference number assigned by the National Park Service of the USA,"National Register of Historic Places, National Register of Historic Places ID, NRHP, NRHP ID, National Register of Historic Places number, NRHP number",string,37903
P650,RKDartists,ID in the RKDartists database (Rijksbureau voor Kunsthistorische Documentatie),,string,27591
P651,Biografisch Portaal number,ID at Biografisch Portaal van Nederland,BPN,string,7552
P652,UNII,Unique Ingredient Identifier,UNII,string,10846
P653,PubMed Health,ID published by the PubMed Health website,"PMH-ID, PMHIC",string,7
P656,RefSeq,qualifier to specify Reference Sequence identifier for the Protein and RNA (either p637 or p639),,string,14
P657,RTECS number,chemical identifier from the Registry of Toxic Effects of Chemical Substances,,string,1229
P661,ChemSpider ID,"free chemical database, owned by the Royal Society of Chemistry",,string,10356
P662,PubChem ID (CID),database of chemical molecules and their activities in biological assays (only CID number),,string,15236
P663,DSM IV,classification found in the Diagnostic and Statistical Manual of Mental Disorders,,string,3
P665,KEGG ID,"databases dealing with genomes, enzymatic pathways, and biological chemicals",,string,3549
P667,ICPC 2 ID,classification method for primary care encounters,"ICPC 2, ICPC2",string,4
P668,GeneReviews ID,collection of peer-reviewed articles that describe specific gene-releated diseases,,string,157
P670,street number,"number in the street address. To be used as a qualifier of Property:P669 ""street""",,string,7
P671,Mouse Genome Informatics ID,ID of a gene in the Mouse Genome Informatics database,"MGI, MGI ID, Mouse Genome Informatics",string,6
